,Stock_1,Stock_2,Stock_3,Stock_4,Stock_5
2020-02-15,109.45366329376844,89.89768264621307,92.76607097171072,109.54177125418545,101.95233200032669
2020-02-16,108.08243287861944,90.61713195693491,92.711722530106,108.14778853283183,102.05292577041725
2020-02-17,108.92276337059921,90.33702131261819,92.41732285794792,109.79029316889381,102.25415480631115
2020-02-18,107.16486123706046,90.12611448482161,90.90868094446738,108.5044726647896,103.33705417450925
2020-02-19,106.93687841097383,91.68774876544711,90.84765017004409,109.33398659473939,102.28036625554296
2020-02-20,105.97929442321923,92.31535242060086,92.20069506425622,109.04056398440163,101.40562318350119
2020-02-21,106.3893309605563,92.6576808273972,92.68134074356244,108.85545858332006,102.68051460520977
2020-02-22,105.84588879218461,92.78931200142523,93.24848307016012,108.70944772752694,101.15788234265774
2020-02-23,104.59623816353367,94.19970477518682,91.99755772311806,110.0372085715821,99.83330874429174
2020-02-24,104.56676061286079,95.81955282611855,92.43629257534789,109.82501080649392,100.64980727132038
2020-02-25,105.01465337454692,96.71020046743415,92.57351386471925,109.78841790050858,100.88955530551047
2020-02-26,105.084506205067,97.27327103694577,93.0632696317794,108.10777295954802,100.99572354062806
2020-02-27,105.40235730521594,95.23578211434322,93.45658164554138,108.33122146867422,100.90315145822402
2020-02-28,104.73376686556841,95.35360964701034,92.18577706161057,108.90650630300142,100.93470139855853
2020-02-29,104.35385437845801,95.22954796978486,92.14761140176604,109.16695139986949,100.84172831064231
2020-03-01,103.65211598203317,95.31901920543176,91.44925150637422,110.69299213183064,102.208580158199
2020-03-02,103.27943152201611,96.21792148652278,91.40344997702702,110.75406295523655,101.80163860887713
2020-03-03,102.43961866447819,93.58186106081214,90.58319456971293,111.08519263520857,101.63735770466526
2020-03-04,100.6712213495784,93.04908824593122,91.77207215605009,112.91643649061412,103.46118805565898
2020-03-05,100.8498384139787,93.30023178733965,90.98377539592639,111.166215702892,103.48964992020962
2020-03-06,100.4446429890345,92.86466381078357,90.1658838833485,110.65949191352891,105.79955586789092
2020-03-07,98.80719607941131,91.54885871231443,90.23313537606533,112.23767194239373,105.68848781046141
2020-03-08,99.2644582500494,92.34438486719519,89.26123511463568,113.28836150483225,107.13368802751724
2020-03-09,98.36383344393282,92.60006052551888,88.88217540580551,114.05688720358349,105.36025690973243
2020-03-10,98.41492892653551,91.70081710552121,88.14448481641574,115.0065827182943,105.52213710837539
2020-03-11,99.13246288511262,91.989507054451,89.38835516200442,115.38273038863065,103.85016674262131
2020-03-12,99.26032682124733,92.74527970099541,90.09077227760889,117.26531204946804,104.72713394809541
2020-03-13,100.39129966452856,92.75018838060933,90.0389975445992,117.70829251864822,103.45693224560084
2020-03-14,99.15164197488234,93.49271374390045,89.68674963259818,117.99063599331146,103.75051152121286
2020-03-15,99.55057031845857,93.56588130543982,90.53062805783117,118.17819234387885,103.45773185565477
2020-03-16,98.86883796732913,93.19608182464475,90.89746185666344,118.4061154802312,102.25948110998343
2020-03-17,98.00789094488037,92.11554733148897,91.35017885123624,117.03613626258213,100.60353199416967
2020-03-18,97.44057259670326,92.03639173516692,91.32625219557713,117.93810222874286,100.08940723788871
2020-03-19,97.13699402545882,92.2152119447405,89.78445498277313,117.78426408216657,101.83159293249349
2020-03-20,97.1915513505849,93.02286298211973,89.68347801329102,119.93019337238333,101.53273242608083
2020-03-21,96.05912414476869,92.91578671942668,89.20592253367417,119.83946561671952,102.4640125201917
2020-03-22,96.92445017820098,93.34079802852435,89.78135004121617,120.34389183915867,102.40556410912845
2020-03-23,97.37579093759612,92.44042147702626,90.68979583784824,120.64066250746602,103.30338110742193
2020-03-24,95.8798614973548,91.7169557867772,90.09310137864135,119.88598635594813,101.41611988379715
2020-03-25,97.30679563949735,91.61571008219538,90.51508416260117,121.07541937881818,101.00722194716518
2020-03-26,99.15162464556879,90.64950472618656,92.0863164983173,123.38198317105962,101.96619009176165
2020-03-27,100.32040374136366,91.39305532824864,91.47144444915317,123.36375074438575,101.79972524030019
2020-03-28,100.13990241964572,91.8163242863647,93.0099225593024,122.99306884429639,101.71171400004462
2020-03-29,99.06765178930927,92.07257975846878,92.2169331230974,122.55640811269242,101.27388381134821
2020-03-30,100.11227235443174,92.38461752946297,92.23810590557162,120.23719734774933,102.43790495261102
2020-03-31,99.70864275120766,94.25175089384454,92.22782540431712,120.0233998072449,102.74267242373578
2020-04-01,100.92752613926504,93.80983818737162,92.23843058961269,120.32465627953022,102.78790208674009
2020-04-02,101.13773292220509,91.74466967965355,91.46576951036302,121.59379012758448,103.44888436316776
2020-04-03,102.12548350253799,91.92751698696712,90.92503933528964,122.76114856308295,104.05739648988632
2020-04-04,102.48942440869291,91.88099840825356,90.31791440226765,122.24984950572897,104.27860903568398
2020-04-05,103.2135871817991,91.40549674504217,90.61322019931248,121.91143381122065,105.89183196208995
2020-04-06,103.22442462983989,90.51079244980649,90.91227564435876,123.28160288397558,105.82799238827474
2020-04-07,105.06787917180829,90.11327853326684,92.93593229091863,123.06775381123913,106.12227997855148
2020-04-08,105.20122301602453,90.27668853707573,94.21007370552128,122.44007191288809,105.43996406975309
2020-04-09,105.62412074276268,89.82276227032426,93.72975001132001,124.14507250377562,105.59824551117157
2020-04-10,107.61318210878954,91.98969480378253,94.0342494900685,125.43318398242442,107.2748938231481
2020-04-11,106.1628156959346,91.10612975454124,94.97188189983656,125.45675512517423,106.5848399138199
2020-04-12,104.81403304854769,90.383551220967,95.00094502830653,124.71182120652604,105.37660181533862
2020-04-13,105.83009683460796,88.31501515484715,94.93478487064932,122.2027686199003,106.42695325520886
2020-04-14,104.58857919898618,88.5371136540855,94.98374743161507,122.92340275256399,106.26862597191153
2020-04-15,106.62138498206728,86.75184542630191,95.80751927425591,121.82155458835912,106.37064832140817
2020-04-16,106.18037869623254,86.28385857661183,94.99476442586182,119.43052394242054,106.32266100779036
2020-04-17,105.38672834686152,86.04599940243422,94.68539548114913,121.32328340178051,106.40678533010748
2020-04-18,107.41325403657602,85.4353068811827,95.13082696482141,122.1094192012197,107.31180768869095
2020-04-19,109.00352315054857,86.920918089439,95.42710913954859,120.71858291195025,106.41132835100578
2020-04-20,111.03922821432728,87.78525482380033,95.65573604127628,119.25257477157871,105.3346861081979
2020-04-21,112.04529321015342,88.9432624921364,95.30200001375916,120.29121912209479,105.42418702863856
2020-04-22,111.08033036613271,88.15841040607353,96.2288460716616,119.23509756393003,103.73061104593069
2020-04-23,113.20203682624286,89.15336099328688,98.28224286263611,120.78056312305165,102.30633422300663
2020-04-24,112.8986515515629,89.59556250751103,98.68167712516235,121.52512615226601,104.21606932362333
2020-04-25,113.80461400170631,90.28670800644446,98.4910471162579,122.1772257508135,105.0054730435846
2020-04-26,114.8826304472548,91.21615443589252,99.23538364026956,122.67167143122268,104.99491319772704
2020-04-27,114.7045507748533,90.38721555000187,98.70037329985783,122.90652741590407,106.29475750551845
2020-04-28,115.40892775800981,90.00368666731194,97.96042613104308,123.9887331543208,105.18865507729514
2020-04-29,116.47323658937758,90.78005487855275,97.99256572001373,123.42572466533514,104.85667639642362
2020-04-30,116.91167158886329,88.36928240858477,95.46161703203634,123.53181151141071,105.51040913013956
2020-05-01,115.62634374713012,89.70659957564231,94.36003735514707,124.46070475276659,106.45016046522413
2020-05-02,115.97118564362279,90.20279554160548,94.0317004179185,125.16140572420449,106.99616127172547
2020-05-03,117.50941109422052,90.16156929141671,92.75908586133556,123.66574344051146,104.2771332987517
2020-05-04,116.69322849260047,90.36038245425509,91.80121555981029,123.04690810519145,103.26764501847323
2020-05-05,116.51861511655204,89.42972899322578,91.40027527708658,123.35797500219128,103.76030200258471
2020-05-06,116.0115802244555,89.11677559064397,89.89860047609261,122.85465631940858,103.39096565841663
2020-05-07,118.15694029838207,90.09731351519483,89.53354761432689,125.03490699533532,106.01733566108
2020-05-08,118.95130321305439,91.26679644109771,89.0543012466996,124.54332826392533,106.99964808511191
2020-05-09,119.43598437735903,93.72755375874682,89.07692567750713,124.34129601025525,107.59679373340066
2020-05-10,118.51642753496574,93.65826597741788,90.10503732853195,125.29801546569492,106.39499182594965
2020-05-11,119.15552641199601,93.04147668816547,90.2604724974062,125.7121664334326,106.3574378627343
2020-05-12,118.3520217804217,92.56302581262278,90.27948317738705,125.52953876600608,106.61397621910093
2020-05-13,118.38969388968341,91.62069544881723,90.36927014719124,124.57991592840739,107.8163511903283
2020-05-14,117.6369176638811,91.54936437998424,90.57476333843567,124.95554188762459,108.76635458842445
2020-05-15,118.4326529421084,91.89975348693655,89.65385471368697,126.25395047543442,109.88989927859613
2020-05-16,119.11552474284606,91.86828491553939,89.55095421076979,126.85882712239757,108.87461329499968
2020-05-17,118.86740858710651,92.87547995937817,89.82744389397206,125.87163263421857,110.41208799566107
2020-05-18,119.33813150427841,92.65795090973873,88.59612523973217,128.0577396277474,108.8879255787044
2020-05-19,118.03369232356695,92.33601025471104,89.36306018737152,126.20528467981266,108.3043793296319
2020-05-20,116.27350592484098,91.79929013430989,90.3294109038962,124.20785175998894,108.770923333666
2020-05-21,116.78440206064407,90.30054322873896,89.75909269294121,125.40093925341264,108.60788486533835
2020-05-22,116.97905070560846,88.88484045712359,89.54247008100774,125.68414533479482,107.5152495129853
2020-05-23,117.72190445216701,87.83674781173876,88.75611675604273,124.99351278324546,106.6319581681146
2020-05-24,120.52738786698916,88.9798799049981,89.3768597146249,123.62037064046561,104.9810242662382
2020-05-25,121.66574432159824,89.77648142065271,88.42837255951403,126.48935200360725,105.53949669110455
2020-05-26,120.55515236667864,91.01087578025867,88.23163976003715,126.63745948905203,106.86989470560691
2020-05-27,121.90177305475322,89.79841828616554,87.47380064115305,127.31395828037189,106.76260427423058
2020-05-28,120.29765858958079,88.03062445274675,87.51837228384406,127.71867038044921,106.33518145314125
2020-05-29,119.74238311757873,87.4495727523929,85.94809203039598,128.27400132277185,104.7695841955802
2020-05-30,119.66066899308532,87.60332567586802,87.08816050352436,128.96680209820966,105.72634205448523
2020-05-31,121.71086635595528,88.04019494151115,86.2481025125843,129.91138592139,108.06427323771166
2020-06-01,120.80441880981236,88.96283167055819,86.299760540278,129.4239293002743,106.1218656859535
2020-06-02,119.80604453636504,89.21573491557203,86.11635366154832,129.04647478204836,104.99333081166489
2020-06-03,119.68809246110472,90.7704696753782,85.46004843315515,126.79974622270977,104.27980344033345
2020-06-04,118.8939879562643,90.56840945325733,84.70135109840615,125.81032221550119,103.69133383333795
2020-06-05,120.23349033380455,89.74144812842863,85.49449331646088,126.15141009827826,103.9270718814578
2020-06-06,118.9350509880847,88.232698555645,85.04509955472273,127.46972182233154,105.60471416880581
2020-06-07,117.57030856126727,87.44833513701063,85.27571650821025,128.23331584020906,106.66984045070878
2020-06-08,117.05556218371815,87.66006326295978,84.59223429639921,127.79643475084066,107.23262773713627
2020-06-09,116.47258749870292,86.88101052313286,84.04476906324776,126.18214480445747,106.45633996483082
2020-06-10,118.71996340840043,87.69486184145158,84.44166808994686,122.67761346583437,105.26442472604171
2020-06-11,119.84711544297444,88.93340067200967,85.22732054411367,124.09053321957064,104.42570378349924
2020-06-12,119.95204308030911,86.826046455313,85.077903071936,123.35935582832593,106.04228343587769
2020-06-13,118.48210813884054,87.5762689071413,83.86816346178117,122.80613228555714,105.97680942914303
2020-06-14,119.48252719362497,85.61490723427244,85.54381253264049,122.96771318663968,105.50326662413867
2020-06-15,118.28744461918544,85.95865027783447,84.81108759815498,121.23932813889684,105.3093983261159
2020-06-16,116.46017436359143,87.01153248246585,83.50365055821723,120.81525457378004,106.17779881170468
2020-06-17,117.84375593125635,87.06796477450385,85.6700897999836,123.25991736112367,104.78384392556109
2020-06-18,118.21725300929522,85.95376545595525,85.32395497102057,123.882856883968,106.26640343188917
2020-06-19,119.30586701486261,85.45056529172436,84.07674683029171,124.32790500238843,106.43268512237086
2020-06-20,119.68612780462242,85.22698777930434,83.50213290783127,122.36042277113523,106.20242441717014
2020-06-21,120.71163518585341,85.07166603969527,83.80904073540373,125.10570353464774,106.6727377264064
2020-06-22,119.9257715467024,84.89905831691316,83.96853902623182,123.32570595435558,106.90570786342843
2020-06-23,118.68544783902585,84.8057688720271,83.25335446283813,125.69642652974274,106.53774220520114
2020-06-24,119.49440134549465,84.98681226889376,84.77083300253048,123.03787669954929,106.26850996089641
2020-06-25,118.53437177693826,83.95968404666418,84.32868556472357,124.76700849522513,105.34518267873365
2020-06-26,117.7170182797928,83.75648496217487,83.32965493496796,126.785806402486,106.0366587143127
2020-06-27,117.18077899935689,85.02812715101038,84.13019742888824,125.74057264995486,105.47255025424612
2020-06-28,117.20126121406497,84.70107035154022,85.24834062563609,126.27192762995709,104.46396010908576
2020-06-29,116.7863758854549,84.3251364300313,84.55144132518913,126.9632419017532,104.63722771322608
2020-06-30,115.18062009968182,85.23432777737324,83.36658199095287,125.93002204342511,106.02800430388304
2020-07-01,114.43929643222323,83.05302393043324,84.22562315402405,124.10514791678895,105.97674546410107
2020-07-02,111.89484950796573,84.03419458287023,82.50125208294651,122.46979285895891,105.33229954285738
2020-07-03,112.5944512991691,83.50317934929168,81.48927385562368,123.13236450529364,105.75773250936602
2020-07-04,110.79062327234234,83.6400649191515,82.2776386982438,123.02755965134857,107.80595569482927
2020-07-05,109.56707008727366,83.72062816377499,82.23209592877167,122.33331386098958,106.24071506303929
2020-07-06,109.62422583622862,84.50966839342962,82.01505471508507,123.5159932063975,106.64677003777325
2020-07-07,108.81348562686341,84.2835249607479,82.30441744794533,124.14353833084537,106.86548829936248
2020-07-08,110.49249359185673,83.71206093190271,82.17867734863682,123.20568017156441,108.10676707029809
2020-07-09,109.06398375372868,84.7985143909747,81.11143377746085,121.72573166982788,109.17800694257178
2020-07-10,109.35524007048984,82.79373011641859,82.14647678668715,122.36267584979421,108.97416165551768
2020-07-11,109.31228225031072,82.81056554394101,83.23492914806215,121.70487445510312,107.13847309847588
2020-07-12,108.03541258911234,81.69434087835128,83.40583756204063,121.82561160850042,108.00261320396547
2020-07-13,108.60073668830034,81.07217851851016,83.44348196563706,123.74594747268266,107.10058327327016
2020-07-14,108.41443610883124,82.70274812577142,85.39574636871198,124.36755831278606,106.08661877105125
2020-07-15,109.25116848287075,82.66586648255402,85.15968447750245,123.29517789905604,107.3048650737442
2020-07-16,110.15085639358111,82.8271225379491,84.93862953879636,123.49326539885905,106.32747830499537
2020-07-17,112.5336793175276,81.35150528836324,85.24821491682714,122.31681303896991,107.8190877416782
2020-07-18,114.03772339413547,80.75841648420935,86.50249062011784,124.28430607715212,108.18119245652599
2020-07-19,113.61671683096128,80.91715312852045,87.8802769925578,123.58635182513102,108.52641854708753
2020-07-20,113.34474206862255,81.20421295429207,87.6530426476133,123.84251017971641,108.85988200882683
2020-07-21,114.59114840121364,81.70515082560799,87.92330436612997,124.22361392484011,107.07629598303959
2020-07-22,115.34202263530531,81.71220026343168,86.7116478449639,124.42144061184617,105.1742048503913
2020-07-23,116.0803632850325,82.14282699764087,86.44112822090717,121.98458578677702,105.40091106074429
2020-07-24,114.2033948346372,82.51557628908377,85.71477172272294,120.22017504314427,105.999595992261
2020-07-25,114.1756135747419,81.00575544434912,84.85176818460796,119.67635875004696,106.08716335259163
2020-07-26,113.33296225578506,81.03573220894008,86.27861576174145,120.05864313686668,105.2156206875232
2020-07-27,113.65020909596339,81.65800754769634,85.59504179707021,119.89322728167053,105.23552969656997
2020-07-28,113.53866097290566,82.13969165623408,85.14001349791211,118.7456722862648,105.14920062097524
2020-07-29,114.5720659176118,81.84081915166004,85.45149720532646,117.14447676325226,104.1427565319597
2020-07-30,114.93550938022345,81.1814878185869,86.56050832706444,116.67407427884513,105.1987350837186
2020-07-31,115.83927942887253,80.27362555996993,86.97696402610502,116.12748419049692,103.37850655351153
2020-08-01,115.29898290809496,80.16842375346386,89.37696733098007,116.72302826671104,103.98713966111632
2020-08-02,114.21004598090762,81.07679603277454,89.31023135645184,116.3421394758865,104.3867865772437
2020-08-03,113.74172803775642,79.49433580245697,89.54129160777819,117.04334245816138,105.44079233617111
2020-08-04,113.72236872491123,78.96975925489316,89.78806801094326,116.34734449176085,104.3807835325169
2020-08-05,114.15354905964608,78.06965999986127,91.07657113034413,116.04954454060706,104.48663310676716
2020-08-06,116.73263041108193,78.68247366783707,91.5385469744523,115.64563830224172,106.75521026150396
2020-08-07,116.68330252641167,78.24632914187181,91.43215199556515,114.74086502950192,107.46200906081296
2020-08-08,115.56787432950057,77.87807245080643,90.56584278332926,115.45813158335478,107.57009564845075
2020-08-09,115.16803054575733,77.70911630754944,90.78722505934961,114.5187688464725,108.1500719467148
2020-08-10,114.63411619206802,78.05522746691325,92.0594671451922,113.921391411462,108.2432722637503
2020-08-11,115.1860582241568,77.7489473418524,91.68167185268989,113.83809249340268,110.61477196524258
2020-08-12,113.41127487798252,75.38060318221851,92.16661620521232,112.36118024066405,111.7028189001824
2020-08-13,113.48302111211834,75.79015496310714,92.39348229290708,111.99607948648062,111.60718458290681
2020-08-14,113.66062945963944,76.1229063010814,93.19131817556939,111.19944425043069,111.88880458929282
2020-08-15,113.92452788687059,75.95578528979239,92.44135755660177,110.76781894555567,111.45154538311886
2020-08-16,113.2440383753094,75.1323967617321,94.6106299286822,110.70143800405927,112.79994204582276
2020-08-17,112.97460620038397,75.39669759021807,93.40040754752006,109.81592212045217,111.21385667859013
2020-08-18,111.36577899640736,75.68262865859253,93.0589813396787,109.57424387347868,109.42916506992444
2020-08-19,110.81638946535688,75.32689541740474,93.931960702269,111.00820776367706,111.02542444124673
2020-08-20,110.21480997783681,75.16363832922771,94.21068798924676,110.97956924652988,113.41593482967669
2020-08-21,110.67335874573654,74.46449885977454,94.99262365993259,112.25057627289006,113.9470672185861
2020-08-22,109.39377281521108,74.33151338733349,94.52136303684439,112.6395182807962,114.07552879626684
2020-08-23,110.24835489183246,73.1790557911316,94.45065634759547,113.51152906241578,114.82531038958903
2020-08-24,111.89599951624689,73.48444576400139,94.46220953642666,112.63242884500299,114.08232916953325
2020-08-25,109.57976908267138,72.79048181254929,95.94456684168009,112.75058833307124,114.27768779439538
2020-08-26,110.04686241555275,72.96379824106727,96.60699597847365,112.9015759411742,114.32215176379859
2020-08-27,110.79177846954231,71.93795429549733,97.37663697016313,112.20991182736313,115.03845349743341
2020-08-28,110.08555065230965,71.51347889589462,96.73597066750159,111.28661689018196,113.24615608509845
2020-08-29,109.64821178791937,71.4344640785206,97.67322869254446,109.62815095729457,112.67195869832427
2020-08-30,109.50251061078183,70.24815206795878,97.89356158669045,111.26834117702383,113.62403179514004
2020-08-31,109.17642212146701,70.32904132098527,99.25344541182226,110.18636461248386,112.85639484962766
2020-09-01,108.83905281797004,70.06239047481994,101.25246950824554,111.66971667271469,111.73532301349643
2020-09-02,107.01490614996739,68.84165407204861,100.94186158441205,111.14766837022667,114.01703892627421
2020-09-03,108.24807269255648,67.94448020354356,100.53173164086506,110.1890271777332,114.0604999413767
2020-09-04,109.41673901086686,68.35562589928044,99.66309224915368,110.87497496243046,113.40018301670615
2020-09-05,108.52678236216573,68.96778879848252,99.51999646794096,110.17514105505374,111.48103184328988
2020-09-06,106.93531922342562,68.87681432639212,99.1398047546389,110.8014414708186,112.29411467583463
2020-09-07,107.49252161242153,69.1556013681354,99.49621671445796,110.43268123797789,113.07920343003173
2020-09-08,106.87359260452848,69.31040173046831,99.35237820098438,110.9632268903648,112.74136845353651
2020-09-09,107.02530304998517,69.538864743577,98.99312071597018,109.88889639155066,111.49869905279981
2020-09-10,106.6835408438109,70.43312342288458,100.04698676490149,110.80245889430962,111.4713267648136
2020-09-11,107.42129886975967,69.37169738108942,99.10866585417077,111.34314462543276,110.53958691654763
2020-09-12,108.16760742376148,69.84096967324524,99.53791336824736,110.3191766275475,109.49820055504003
2020-09-13,107.3827460999479,69.57417091443105,99.13384744351292,113.2348415537663,109.38518444944611
2020-09-14,105.89725189608782,69.41814462022393,99.85194181205958,113.84644900690633,108.23511912258803
2020-09-15,104.220963634102,69.2083284652224,101.23515236563749,116.45406443237785,108.50207991312013
2020-09-16,104.85710690483137,68.94869541649564,100.92831038696606,118.31764134911413,109.16176443154204
2020-09-17,103.61050348194878,68.1032491390145,101.37343744852735,118.09421649111367,108.24520683746806
2020-09-18,103.08538850553104,68.22810909065437,101.55468592243382,117.60734739269927,106.7641471039755
2020-09-19,102.47067586228131,69.36816192590824,100.74283501538423,117.13284974926583,108.43103395170903
2020-09-20,102.41680979851138,69.32922348138945,100.98541117906122,114.98928515692457,107.41148921292046
2020-09-21,100.43373379259057,69.32826324201632,101.27738071012,114.18914932731367,106.70263492541801
2020-09-22,100.62333118595188,68.85177075627651,101.69552546278426,114.47092935092525,106.9299298559092
2020-09-23,101.15048778591806,68.77088745087974,101.49376266215076,116.21770715237079,107.57083510552508
2020-09-24,101.23992715827424,69.09147423906138,101.58936197187354,115.31960938845532,107.29511288246658
2020-09-25,100.92518622450154,68.83566827852007,100.423511335088,116.33679361342581,107.78952267652964
2020-09-26,101.02348752369127,68.52328923418702,100.06388060590594,114.8795666829056,107.35730161093416
2020-09-27,101.42661805889277,68.79961936142197,100.62019843794414,114.20600477856794,106.3146789911417
2020-09-28,98.61447099350339,68.16803557406678,101.51820743438395,113.68335173958499,107.83106318308396
2020-09-29,100.54328356938163,68.34015756463586,101.08948099520232,114.10603903917054,110.5143762325075
2020-09-30,100.93549620499698,68.90076677342137,101.19533586408558,114.6278569631877,112.38866638301148
2020-10-01,100.27698436508065,69.8377817463625,101.42611519239411,115.73096868193053,112.54804097359863
2020-10-02,99.88494811016903,69.77466095738244,101.63046847522811,116.62306576316553,114.6115365558394
2020-10-03,100.3781218282725,70.7288972947201,102.18005920335918,116.9066559909295,115.01921382079378
2020-10-04,100.26157887490118,71.46052400093603,100.3223464042702,117.3630185925463,114.4702429049014
2020-10-05,98.22558256553606,70.74862522796332,100.27286333975607,119.22736616288738,115.00410873655528
2020-10-06,100.25344270563016,69.88695047488925,100.51254917607035,118.61820233396753,114.89555347584299
2020-10-07,100.14262189116519,69.67382068833551,99.5070916421551,119.53717113901716,113.7659943973067
2020-10-08,101.16424959249557,70.3907193584447,101.17282613370683,117.3757670391592,112.74400947361758
2020-10-09,100.46414255717848,70.33983601382052,101.33628021025261,117.85857376185498,113.64827476192649
2020-10-10,102.00765059117177,69.91733447275942,102.92057642349552,117.28902274337842,111.5497230218374
2020-10-11,102.29974306082687,71.00262152878457,102.10696557266448,117.2920384581253,112.22363588247435
2020-10-12,102.92258873913696,71.20633123655068,101.18054894993787,118.51197681667136,110.39485791372543
2020-10-13,101.84678691581554,69.55392118987469,101.40744857814339,118.70709945004737,108.05318819127596
2020-10-14,103.08029947823962,69.77451884193161,99.70513353982064,119.75787990490967,106.06625580996788
2020-10-15,103.79136610809738,70.13737467853106,99.91946526901906,121.52282940230394,108.15232871561848
2020-10-16,105.14257009438965,70.29561066582465,100.01660620577502,121.9956674023033,107.94009711280106
2020-10-17,104.48218269173937,70.61173853292082,101.03244015078377,123.4242867646421,108.03355508155497
2020-10-18,103.97959505903236,70.5642340558517,101.74071932422864,123.0212312070899,109.56682676332694
2020-10-19,106.37519831178157,69.63391810861292,101.31597486543988,123.01113130884116,110.5903778700237
2020-10-20,105.24760437822526,69.37578238658503,100.20403543054381,122.36825125228974,109.0515069345083
2020-10-21,105.10452057510197,68.71975403004672,101.9198343612177,123.64452469581171,109.99917144670862
2020-10-22,106.29944479122528,68.0787767704112,101.11251204430738,124.15652598201625,110.20176931184258
2020-10-23,106.40332588932857,67.21889528856813,100.05535590061432,123.52676129554393,109.82523400294089
